accid,name,balance,branchID,address
39,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
40,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
41,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
42,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
43,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
44,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
45,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
46,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
47,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
48,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
49,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
50,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
51,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
52,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
53,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
54,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
55,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
56,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
57,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
58,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
59,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
60,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
61,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
62,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
63,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
64,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
65,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
66,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
67,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
68,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
69,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
70,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
71,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
72,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
73,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
74,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
75,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
76,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
77,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
78,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
79,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
80,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
81,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
82,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
83,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
84,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
85,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
86,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
87,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
88,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
89,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
90,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
91,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
92,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
93,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
94,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
95,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
96,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
97,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
98,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
99,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
100,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
101,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
102,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
103,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
104,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
105,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
106,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
107,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
108,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
109,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
110,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
111,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
112,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
113,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
114,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
115,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
116,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
117,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
118,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
119,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
120,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
121,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
122,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
123,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
124,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
125,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
126,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
127,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
128,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
129,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
130,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
131,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
132,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
133,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
134,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
135,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
136,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
137,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
138,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
139,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
140,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
141,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
142,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
143,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
144,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
145,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
146,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
147,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
148,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
149,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
150,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
151,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
152,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
153,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
154,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
155,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
156,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
157,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
158,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
159,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
160,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
161,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
162,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
163,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
164,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
165,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
166,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
167,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
168,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
169,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
170,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
171,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
172,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
173,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
174,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
175,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
176,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
177,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
178,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
179,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
180,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
181,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
182,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
183,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
184,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
185,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
186,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
187,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
188,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
189,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
190,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
191,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
192,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
193,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
194,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
195,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
196,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
197,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
198,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
199,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
200,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
201,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
202,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
203,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
204,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
205,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
206,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
207,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
208,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
209,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
210,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
211,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
212,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
213,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
214,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
215,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
216,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
217,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
218,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
219,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
220,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
221,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
222,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
223,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
224,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
225,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
226,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
227,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
228,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
229,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
230,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
231,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
232,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
233,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
234,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
235,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
236,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
237,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
238,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
239,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
240,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
241,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
242,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
243,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
244,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
245,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
246,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
247,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
248,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
249,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
250,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
251,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
252,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
253,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
254,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
255,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
256,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
257,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
258,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
259,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
260,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
261,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
262,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
263,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
264,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
265,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
266,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
267,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
268,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
269,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
270,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
271,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
272,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
273,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
274,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
275,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
276,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
277,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
278,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
279,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
280,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
281,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
282,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
283,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
284,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
285,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
286,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
287,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
288,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
289,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
290,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
291,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
292,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
293,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
294,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
295,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
296,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
297,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
298,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
299,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
300,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
301,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
302,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
303,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
304,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
305,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
306,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
307,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
308,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
309,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
310,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
311,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
312,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
313,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
314,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
315,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
316,NAME2001234567890123,0,1,ADRESSE6812345678912345678912345678912345678912345678912345678912345
317,NAME2001234567890123,0,2,ADRESSE6812345678912345678912345678912345678912345678912345678912345
